country,country_code,city,begin_postal,end_postal,parcel_pickup_tier,freight_pickup_tier,parcel_delivery_tier,freight_delivery_tier
United States,US,,83535,83537,No,No,A,No
United States,US,,83539,83546,No,B,No,B
United States,US,,83539,83546,No,No,A,No
United States,US,,83547,83547,No,No,A,No
United States,US,,83548,83549,No,B,No,B
United States,US,,83548,83549,No,No,A,No
United States,US,,83551,83551,No,No,A,No
United States,US,,83552,83555,No,B,No,B
United States,US,,83552,83555,No,No,A,No
United States,US,,83601,83602,No,No,A,No
United States,US,,83602,83602,No,B,No,B
United States,US,,83604,83604,No,B,No,B
United States,US,,83604,83604,No,No,A,No
United States,US,,83607,83607,No,No,A,No
United States,US,,83610,83612,No,B,No,B
United States,US,,83610,83612,No,No,A,No
United States,US,,83615,83615,No,B,No,B
United States,US,,83615,83615,No,No,A,No
United States,US,,83617,83617,No,No,A,No
United States,US,,83619,83620,No,No,A,No
United States,US,,83622,83624,No,B,No,B
United States,US,,83622,83624,No,No,A,No
United States,US,,83626,83626,No,No,A,No
United States,US,,83627,83627,No,B,No,B
United States,US,,83627,83627,No,No,A,No
United States,US,,83628,83628,No,No,A,No
United States,US,,83629,83629,No,B,No,B
United States,US,,83629,83629,No,No,A,No
United States,US,,83631,83633,No,B,No,B
United States,US,,83631,83633,No,No,A,No
United States,US,,83634,83634,No,No,A,No
United States,US,,83635,83635,No,B,No,B
United States,US,,83635,83635,No,No,A,No
United States,US,,83636,83636,No,No,A,No
United States,US,,83637,83638,No,B,No,B
United States,US,,83637,83638,No,No,A,No
United States,US,,83639,83639,No,No,A,No
United States,US,,83641,83641,No,No,A,No
United States,US,,83643,83643,No,B,No,B
United States,US,,83643,83643,No,No,A,No
United States,US,,83644,83644,No,No,A,No
United States,US,,83645,83645,No,B,No,B
United States,US,,83645,83645,No,No,A,No
United States,US,,83647,83648,No,No,A,No
United States,US,,83650,83650,No,No,A,No
United States,US,,83654,83654,No,B,No,B
United States,US,,83654,83654,No,No,A,No
United States,US,,83655,83656,No,No,A,No
United States,US,,83657,83657,No,B,No,B
United States,US,,83657,83657,No,No,A,No
United States,US,,83660,83661,No,No,A,No
United States,US,,83666,83666,No,B,No,B
United States,US,,83666,83666,No,No,A,No
United States,US,,83670,83671,No,B,No,B
United States,US,,83670,83670,No,No,A,No
United States,US,,83672,83672,No,No,A,No
United States,US,,83676,83676,No,No,A,No
United States,US,,83677,83677,No,B,No,B
United States,US,,83677,83677,No,No,A,No
United States,US,,83801,83801,No,No,A,No
United States,US,,83802,83803,No,B,No,B
United States,US,,83802,83803,No,No,A,No
United States,US,,83804,83804,No,No,A,No
United States,US,,83805,83806,No,B,No,B
United States,US,,83805,83806,No,No,A,No
United States,US,,83808,83813,No,B,No,B
United States,US,,83808,83813,No,No,A,No
United States,US,,83821,83821,No,B,No,B
United States,US,,83821,83821,No,No,A,No
United States,US,,83822,83822,No,No,A,No
United States,US,,83823,83823,No,B,No,B
United States,US,,83823,83823,No,No,A,No
United States,US,,83824,83824,No,No,A,No
United States,US,,83825,83827,No,B,No,B
United States,US,,83825,83827,No,No,A,No
United States,US,,83830,83830,No,B,No,B
United States,US,,83830,83830,No,No,A,No
United States,US,,83832,83832,No,B,No,B
United States,US,,83832,83832,No,No,A,No
United States,US,,83833,83833,No,No,A,No
United States,US,,83834,83834,No,B,No,B
United States,US,,83834,83834,No,No,A,No
United States,US,,83835,83835,No,No,A,No
United States,US,,83836,83837,No,B,No,B
United States,US,,83836,83837,No,No,A,No
United States,US,,83839,83850,No,B,No,B
United States,US,,83839,83843,No,No,A,No
United States,US,,83845,83850,No,No,A,No
United States,US,,83851,83851,No,No,A,No
United States,US,,83852,83853,No,B,No,B
United States,US,,83853,83853,No,No,A,No
United States,US,,83855,83857,No,B,No,B
United States,US,,83855,83857,No,No,A,No
United States,US,,83858,83858,No,No,A,No
United States,US,,83860,83861,No,B,No,B
United States,US,,83860,83861,No,No,A,No
United States,US,,83864,83868,No,B,No,B
United States,US,,83864,83867,No,No,A,No
United States,US,,83869,83870,No,No,A,No
United States,US,,83871,83874,No,B,No,B
United States,US,,83871,83874,No,No,A,No
United States,US,,83876,83876,No,No,A,No
United States,US,,84001,84002,No,B,No,B
United States,US,,84001,84002,No,No,A,No
United States,US,,84005,84006,No,No,A,No
United States,US,,84007,84008,No,B,No,B
United States,US,,84007,84008,No,No,A,No
United States,US,,84013,84013,No,No,A,No
United States,US,,84017,84018,No,No,A,No
United States,US,,84021,84023,No,B,No,B
United States,US,,84021,84023,No,No,A,No
United States,US,,84024,84024,No,No,A,No
United States,US,,84026,84028,No,B,No,B
United States,US,,84026,84028,No,No,A,No
United States,US,,84029,84029,No,No,A,No
United States,US,,84031,84031,No,B,No,B
United States,US,,84031,84031,No,No,A,No
United States,US,,84032,84033,No,No,A,No
United States,US,,84034,84036,No,B,No,B
United States,US,,84034,84036,No,No,A,No
United States,US,,84038,84039,No,B,No,B
United States,US,,84038,84039,No,No,A,No
United States,US,,84044,84044,No,No,A,No
United States,US,,84046,84046,No,B,No,B
United States,US,,84046,84046,No,No,A,No
United States,US,,84049,84050,No,No,A,No
United States,US,,84051,84053,No,B,No,B
United States,US,,84051,84053,No,No,A,No
United States,US,,84055,84055,No,No,A,No
United States,US,,84060,84061,No,No,A,No
United States,US,,84063,84064,No,B,No,B
United States,US,,84063,84064,No,No,A,No
United States,US,,84066,84066,No,B,No,B
United States,US,,84066,84066,No,No,A,No
United States,US,,84068,84068,No,No,A,No
United States,US,,84069,84069,No,B,No,B
United States,US,,84069,84069,No,No,A,No
United States,US,,84071,84071,No,No,A,No
United States,US,,84072,84073,No,B,No,B
United States,US,,84072,84073,No,No,A,No
United States,US,,84074,84075,No,No,A,No
United States,US,,84076,84076,No,B,No,B
United States,US,,84076,84076,No,No,A,No
United States,US,,84078,84079,No,B,No,B
United States,US,,84078,84079,No,No,A,No
United States,US,,84080,84080,No,No,A,No
United States,US,,84082,84082,No,No,A,No
United States,US,,84083,84083,No,B,No,B
United States,US,,84083,84083,No,No,A,No
United States,US,,84085,84086,No,B,No,B
United States,US,,84085,84086,No,No,A,No
United States,US,,84301,84301,No,B,No,B
United States,US,,84301,84301,No,No,A,No
United States,US,,84302,84302,No,No,A,No
United States,US,,84304,84309,No,B,No,B
United States,US,,84304,84309,No,No,A,No
United States,US,,84310,84310,No,No,A,No
United States,US,,84311,84314,No,B,No,B
United States,US,,84311,84314,No,No,A,No
United States,US,,84315,84315,No,No,A,No
United States,US,,84316,84316,No,B,No,B
United States,US,,84316,84316,No,No,A,No
United States,US,,84317,84317,No,No,A,No
United States,US,,84319,84319,No,No,A,No
United States,US,,84320,84320,No,B,No,B
United States,US,,84320,84320,No,No,A,No
United States,US,,84324,84324,No,No,A,No
United States,US,,84325,84325,No,B,No,B
United States,US,,84325,84325,No,No,A,No
United States,US,,84326,84326,No,No,A,No
United States,US,,84327,84327,No,B,No,B
United States,US,,84327,84327,No,No,A,No
United States,US,,84328,84328,No,No,A,No
United States,US,,84329,84331,No,B,No,B
United States,US,,84329,84331,No,No,A,No
United States,US,,84332,84333,No,No,A,No
United States,US,,84334,84334,No,B,No,B
United States,US,,84334,84334,No,No,A,No
United States,US,,84335,84335,No,No,A,No
United States,US,,84336,84337,No,B,No,B
United States,US,,84336,84337,No,No,A,No
United States,US,,84338,84338,No,No,A,No
United States,US,,84339,84339,No,B,No,B
United States,US,,84339,84339,No,No,A,No
United States,US,,84340,84340,No,No,A,No
United States,US,,84408,84408,No,No,A,No
United States,US,,84501,84501,No,B,No,B
United States,US,,84501,84501,No,No,A,No
United States,US,,84510,84513,No,B,No,B
United States,US,,84510,84513,No,No,A,No
United States,US,,84515,84516,No,B,No,B
United States,US,,84515,84516,No,No,A,No
United States,US,,84518,84518,No,B,No,B
United States,US,,84518,84518,No,No,A,No
United States,US,,84520,84523,No,B,No,B
United States,US,,84520,84523,No,No,A,No
United States,US,,84525,84526,No,B,No,B
United States,US,,84525,84526,No,No,A,No
United States,US,,84528,84537,No,B,No,B
United States,US,,84528,84537,No,No,A,No
United States,US,,84539,84540,No,B,No,B
United States,US,,84539,84540,No,No,A,No
United States,US,,84542,84542,No,B,No,B
United States,US,,84542,84542,No,No,A,No
United States,US,,84620,84624,No,B,No,B
United States,US,,84620,84624,No,No,A,No
United States,US,,84626,84626,No,No,A,No
United States,US,,84627,84632,No,B,No,B
United States,US,,84627,84632,No,No,A,No
United States,US,,84633,84633,No,No,A,No
United States,US,,84634,84640,No,B,No,B
United States,US,,84634,84640,No,No,A,No
United States,US,,84642,84649,No,B,No,B
United States,US,,84642,84649,No,No,A,No
United States,US,,84650,84650,No,No,A,No
United States,US,,84652,84652,No,B,No,B
United States,US,,84652,84652,No,No,A,No
United States,US,,84654,84657,No,B,No,B
United States,US,,84654,84657,No,No,A,No
United States,US,,84662,84662,No,B,No,B
United States,US,,84662,84662,No,No,A,No
United States,US,,84664,84665,No,B,No,B
United States,US,,84664,84664,No,No,A,No
United States,US,,84665,84665,No,No,A,No
United States,US,,84667,84667,No,B,No,B
United States,US,,84667,84667,No,No,A,No
United States,US,,84701,84701,No,B,No,B
United States,US,,84701,84701,No,No,A,No
United States,US,,84710,84716,No,B,No,B
United States,US,,84710,84716,No,No,A,No
United States,US,,84717,84717,No,No,A,No
United States,US,,84718,84726,No,B,No,B
United States,US,,84718,84726,No,No,A,No
United States,US,,84728,84747,No,B,No,B
United States,US,,84728,84736,No,No,A,No
United States,US,,84738,84747,No,No,A,No
United States,US,,84749,84767,No,B,No,B
United States,US,,84749,84767,No,No,A,No
United States,US,,84770,84776,No,B,No,B
United States,US,,84770,84770,No,No,A,No
United States,US,,84772,84776,No,No,A,No
United States,US,,84779,84784,No,B,No,B
United States,US,,84779,84784,No,No,A,No
United States,US,,84790,84791,No,B,No,B
United States,US,,85045,85045,No,B,No,B
United States,US,,85086,85086,No,No,A,No
United States,US,,85087,85087,No,No,A,No
United States,US,,85118,85118,No,No,A,No
United States,US,,85119,85119,No,No,A,No
United States,US,,85121,85121,No,No,A,No
United States,US,,85123,85123,No,No,A,No
United States,US,,85127,85128,No,No,A,No
United States,US,,85131,85132,No,B,No,B
United States,US,,85131,85132,No,No,A,No
United States,US,,85135,85135,No,B,No,B
United States,US,,85135,85135,No,No,A,No
United States,US,,85137,85137,No,B,No,B
United States,US,,85137,85137,No,No,A,No
United States,US,,85138,85139,No,No,A,No
United States,US,,85141,85141,No,B,No,B
United States,US,,85141,85141,No,No,A,No
United States,US,,85145,85145,No,B,No,B
United States,US,,85145,85145,No,No,A,No
United States,US,,85172,85173,No,B,No,B
United States,US,,85172,85173,No,No,A,No
United States,US,,85190,85192,No,B,No,B
United States,US,,85190,85190,No,No,A,No
United States,US,,85192,85192,No,No,A,No
United States,US,,85193,85194,No,No,A,No
United States,US,,85218,85218,No,No,A,No
United States,US,,85221,85221,No,No,A,No
United States,US,,85228,85228,No,No,A,No
United States,US,,85231,85232,No,No,A,No
United States,US,,85235,85235,No,No,A,No
United States,US,,85237,85237,No,No,A,No
United States,US,,85239,85239,No,No,A,No
United States,US,,85241,85241,No,No,A,No
United States,US,,85243,85243,No,No,A,No
United States,US,,85245,85245,No,No,A,No
United States,US,,85253,85253,No,No,A,No
United States,US,,85262,85262,No,No,A,No
United States,US,,85263,85263,No,B,No,B
United States,US,,85263,85263,No,No,A,No
United States,US,,85264,85264,No,No,A,No
United States,US,,85266,85266,No,No,A,No
United States,US,,85269,85269,No,No,A,No
United States,US,,85272,85273,No,No,A,No
United States,US,,85274,85274,No,No,A,No
United States,US,,85291,85292,No,No,A,No
United States,US,,85320,85321,No,B,No,B
United States,US,,85320,85321,No,No,A,No
United States,US,,85322,85322,No,No,A,No
United States,US,,85324,85324,No,No,A,No
United States,US,,85325,85325,No,B,No,B
United States,US,,85325,85325,No,No,A,No
United States,US,,85327,85328,No,No,A,No
United States,US,,85331,85331,No,No,A,No
United States,US,,85332,85334,No,B,No,B
United States,US,,85332,85334,No,No,A,No
United States,US,,85336,85337,No,B,No,B
United States,US,,85337,85337,No,No,A,No
United States,US,,85339,85339,No,No,A,No
United States,US,,85341,85341,No,B,No,B
United States,US,,85341,85341,No,No,A,No
United States,US,,85342,85343,No,No,A,No
United States,US,,85344,85344,No,B,No,B
United States,US,,85344,85344,No,No,A,No
United States,US,,85346,85350,No,B,No,B
United States,US,,85346,85348,No,No,A,No
United States,US,,85349,85349,No,No,A,No
United States,US,,85350,85350,No,No,A,No
United States,US,,85352,85352,No,B,No,B
United States,US,,85352,85352,No,No,A,No
United States,US,,85354,85354,No,B,No,B
United States,US,,85354,85354,No,No,A,No
United States,US,,85355,85355,No,No,A,No
United States,US,,85356,85358,No,B,No,B
United States,US,,85356,85358,No,No,A,No
United States,US,,85359,85359,No,No,A,No
United States,US,,85360,85360,No,B,No,B
United States,US,,85360,85360,No,No,A,No
United States,US,,85361,85361,No,No,A,No
United States,US,,85362,85362,No,B,No,B
United States,US,,85362,85362,No,No,A,No
United States,US,,85364,85367,No,B,No,B
United States,US,,85365,85365,No,No,A,No
United States,US,,85367,85367,No,No,A,No
United States,US,,85369,85369,No,B,No,B
United States,US,,85371,85371,No,B,No,B
United States,US,,85371,85371,No,No,A,No
United States,US,,85377,85377,No,No,A,No
United States,US,,85387,85387,No,No,A,No
United States,US,,85390,85390,No,B,No,B
United States,US,,85390,85390,No,No,A,No
United States,US,,85396,85396,No,No,A,No
United States,US,,85501,85501,No,B,No,B
United States,US,,85501,85501,No,No,A,No
United States,US,,85502,85502,No,No,A,No
United States,US,,85530,85536,No,B,No,B
United States,US,,85530,85530,No,No,A,No
United States,US,,85533,85536,No,No,A,No
United States,US,,85539,85546,No,B,No,B
United States,US,,85539,85546,No,No,A,No
United States,US,,85547,85547,No,No,A,No
United States,US,,85548,85548,No,B,No,B
United States,US,,85548,85548,No,No,A,No
United States,US,,85550,85554,No,B,No,B
United States,US,,85550,85554,No,No,A,No
United States,US,,85601,85601,No,B,No,B
United States,US,,85601,85601,No,No,A,No
United States,US,,85602,85602,No,No,A,No
United States,US,,85603,85603,No,B,No,B
United States,US,,85603,85603,No,No,A,No
United States,US,,85605,85606,No,B,No,B
United States,US,,85605,85606,No,No,A,No
United States,US,,85607,85607,No,No,A,No
United States,US,,85608,85611,No,No,A,No
United States,US,,85609,85611,No,B,No,B
United States,US,,85613,85613,No,No,A,No
United States,US,,85615,85615,No,B,No,B
United States,US,,85615,85615,No,No,A,No
United States,US,,85616,85616,No,No,A,No
United States,US,,85617,85619,No,B,No,B
United States,US,,85617,85619,No,No,A,No
United States,US,,85620,85620,No,No,A,No
United States,US,,85622,85623,No,No,A,No
United States,US,,85624,85626,No,B,No,B
United States,US,,85624,85627,No,No,A,No
United States,US,,85629,85630,No,No,A,No
United States,US,,85631,85634,No,B,No,B
United States,US,,85631,85634,No,No,A,No
United States,US,,85637,85639,No,B,No,B
United States,US,,85637,85638,No,No,A,No
United States,US,,85640,85641,No,No,A,No
United States,US,,85643,85643,No,B,No,B
United States,US,,85643,85643,No,No,A,No
United States,US,,85644,85646,No,No,A,No
United States,US,,85648,85648,No,No,A,No
United States,US,,85650,85650,No,No,A,No
United States,US,,85653,85654,No,No,A,No
United States,US,,85655,85655,No,B,No,B
United States,US,,85658,85658,No,No,A,No
United States,US,,85718,85718,No,No,A,No
United States,US,,85735,85736,No,No,A,No
United States,US,,85739,85739,No,No,A,No
United States,US,,85749,85749,No,No,A,No
United States,US,,85755,85755,No,B,No,B
United States,US,,85901,85901,No,B,No,B
United States,US,,85901,85901,No,No,A,No
United States,US,,85911,85912,No,B,No,B
United States,US,,85911,85912,No,No,A,No
United States,US,,85920,85920,No,B,No,B
United States,US,,85920,85920,No,No,A,No
United States,US,,85922,85942,No,B,No,B
United States,US,,85922,85942,No,No,A,No
United States,US,,86001,86005,No,B,No,B
United States,US,,86001,86001,No,No,A,No
United States,US,,86004,86005,No,No,A,No
United States,US,,86011,86011,No,B,No,B
United States,US,,86015,86018,No,B,No,B
United States,US,,86015,86018,No,No,A,No
United States,US,,86020,86025,No,B,No,B
United States,US,,86020,86025,No,No,A,No
United States,US,,86028,86036,No,B,No,B
United States,US,,86028,86036,No,No,A,No
United States,US,,86038,86040,No,B,No,B
United States,US,,86038,86040,No,No,A,No
United States,US,,86042,86047,No,B,No,B
United States,US,,86042,86047,No,No,A,No
United States,US,,86052,86054,No,B,No,B
United States,US,,86052,86054,No,No,A,No
United States,US,,86301,86303,No,B,No,B
United States,US,,86302,86303,No,No,A,No
United States,US,,86304,86304,No,No,A,No
United States,US,,86305,86305,No,B,No,B
United States,US,,86305,86305,No,No,A,No
United States,US,,86312,86315,No,B,No,B
United States,US,,86315,86315,No,No,A,No
United States,US,,86320,86327,No,B,No,B
United States,US,,86320,86327,No,No,A,No
United States,US,,86329,86329,No,B,No,B
United States,US,,86329,86329,No,No,A,No
United States,US,,86331,86338,No,B,No,B
United States,US,,86331,86338,No,No,A,No
United States,US,,86339,86339,No,No,A,No
United States,US,,86340,86342,No,B,No,B
United States,US,,86340,86342,No,No,A,No
United States,US,,86343,86343,No,No,A,No
United States,US,,86351,86351,No,No,A,No
United States,US,,86401,86404,No,B,No,B
United States,US,,86401,86402,No,No,A,No
United States,US,,86404,86404,No,No,A,No
United States,US,,86406,86406,No,No,A,No
United States,US,,86409,86409,No,B,No,B
United States,US,,86411,86413,No,B,No,B
United States,US,,86411,86411,No,No,A,No
United States,US,,86413,86413,No,No,A,No
United States,US,,86426,86427,No,B,No,B
United States,US,,86426,86427,No,No,A,No
United States,US,,86429,86434,No,B,No,B
United States,US,,86429,86434,No,No,A,No
United States,US,,86435,86435,No,No,A,No
United States,US,,86436,86442,No,B,No,B
United States,US,,86436,86438,No,No,A,No
United States,US,,86440,86441,No,No,A,No
United States,US,,86443,86443,No,No,A,No
United States,US,,86444,86444,No,B,No,B
United States,US,,86444,86444,No,No,A,No
United States,US,,86445,86445,No,No,A,No
United States,US,,86446,86446,No,B,No,B
United States,US,,86446,86446,No,No,A,No
United States,US,,86502,86508,No,B,No,B
United States,US,,86502,86508,No,No,A,No
United States,US,,86510,86512,No,B,No,B
United States,US,,86510,86512,No,No,A,No
United States,US,,86514,86515,No,B,No,B
United States,US,,86514,86515,No,No,A,No
United States,US,,86520,86520,No,B,No,B
United States,US,,86520,86520,No,No,A,No
United States,US,,86535,86535,No,B,No,B
United States,US,,86535,86535,No,No,A,No
United States,US,,86538,86538,No,B,No,B
United States,US,,86538,86538,No,No,A,No
United States,US,,86540,86540,No,B,No,B
United States,US,,86540,86540,No,No,A,No
United States,US,,86544,86545,No,B,No,B
United States,US,,86544,86545,No,No,A,No
United States,US,,86547,86547,No,B,No,B
United States,US,,86547,86547,No,No,A,No
United States,US,,86556,86556,No,B,No,B
United States,US,,86556,86556,No,No,A,No
United States,US,,87001,87002,No,No,A,No
United States,US,,87004,87004,No,No,A,No
United States,US,,87005,87005,No,B,No,B
United States,US,,87005,87005,No,No,A,No
United States,US,,87006,87006,No,No,A,No
United States,US,,87007,87007,No,B,No,B
United States,US,,87007,87007,No,No,A,No
United States,US,,87008,87008,No,No,A,No
United States,US,,87009,87009,No,B,No,B
United States,US,,87009,87009,No,No,A,No
United States,US,,87010,87010,No,No,A,No
United States,US,,87011,87014,No,B,No,B
United States,US,,87011,87014,No,No,A,No
United States,US,,87015,87015,No,No,A,No
United States,US,,87016,87018,No,B,No,B
United States,US,,87016,87018,No,No,A,No
United States,US,,87020,87021,No,B,No,B
United States,US,,87020,87021,No,No,A,No
United States,US,,87022,87023,No,No,A,No
United States,US,,87024,87025,No,B,No,B
United States,US,,87024,87025,No,No,A,No
United States,US,,87026,87026,No,No,A,No
United States,US,,87027,87027,No,B,No,B
United States,US,,87027,87027,No,No,A,No
United States,US,,87028,87028,No,No,A,No
United States,US,,87029,87029,No,B,No,B
United States,US,,87029,87029,No,No,A,No
United States,US,,87031,87031,No,No,A,No
United States,US,,87032,87032,No,No,A,No
United States,US,,87034,87034,No,B,No,B
United States,US,,87034,87034,No,No,A,No
United States,US,,87035,87035,No,No,A,No
United States,US,,87036,87037,No,B,No,B
United States,US,,87036,87037,No,No,A,No
United States,US,,87040,87040,No,No,A,No
United States,US,,87041,87041,No,B,No,B
United States,US,,87041,87041,No,No,A,No
United States,US,,87042,87044,No,No,A,No
United States,US,,87045,87046,No,B,No,B
United States,US,,87045,87046,No,No,A,No
United States,US,,87047,87047,No,No,A,No
United States,US,,87049,87049,No,B,No,B
United States,US,,87049,87049,No,No,A,No
United States,US,,87051,87051,No,B,No,B
United States,US,,87051,87051,No,No,A,No
United States,US,,87052,87053,No,No,A,No
United States,US,,87056,87057,No,No,A,No
United States,US,,87059,87060,No,No,A,No
United States,US,,87061,87061,No,No,A,No
United States,US,,87062,87063,No,No,A,No
United States,US,,87064,87064,No,B,No,B
United States,US,,87064,87064,No,No,A,No
United States,US,,87068,87068,No,No,A,No
United States,US,,87070,87070,No,B,No,B
United States,US,,87070,87070,No,No,A,No
United States,US,,87072,87072,No,B,No,B
United States,US,,87072,87072,No,No,A,No
United States,US,,87083,87083,No,B,No,B
United States,US,,87083,87083,No,No,A,No
United States,US,,87105,87105,No,No,A,No
United States,US,,87122,87122,No,No,A,No
United States,US,,87144,87144,No,No,A,No
United States,US,,87301,87302,No,B,No,B
United States,US,,87301,87302,No,No,A,No
United States,US,,87305,87305,No,B,No,B
United States,US,,87305,87305,No,No,A,No
United States,US,,87310,87313,No,B,No,B
United States,US,,87310,87313,No,No,A,No
United States,US,,87315,87317,No,B,No,B
United States,US,,87315,87317,No,No,A,No
United States,US,,87319,87323,No,B,No,B
United States,US,,87319,87323,No,No,A,No
United States,US,,87325,87328,No,B,No,B
United States,US,,87325,87328,No,No,A,No
United States,US,,87347,87347,No,B,No,B
United States,US,,87347,87347,No,No,A,No
United States,US,,87357,87357,No,B,No,B
United States,US,,87357,87357,No,No,A,No
United States,US,,87364,87365,No,B,No,B
United States,US,,87364,87365,No,No,A,No
United States,US,,87375,87375,No,B,No,B
United States,US,,87375,87375,No,No,A,No
United States,US,,87401,87402,No,B,No,B
United States,US,,87401,87402,No,No,A,No
United States,US,,87410,87410,No,B,No,B
United States,US,,87410,87410,No,No,A,No
United States,US,,87412,87413,No,B,No,B
United States,US,,87412,87413,No,No,A,No
United States,US,,87415,87421,No,B,No,B
United States,US,,87415,87421,No,No,A,No
United States,US,,87455,87455,No,B,No,B
United States,US,,87455,87455,No,No,A,No
United States,US,,87461,87461,No,B,No,B
United States,US,,87461,87461,No,No,A,No
United States,US,,87499,87499,No,B,No,B
United States,US,,87501,87504,No,B,No,B
United States,US,,87506,87506,No,B,No,B
United States,US,,87506,87506,No,No,A,No
United States,US,,87508,87525,No,B,No,B
United States,US,,87508,87508,No,No,A,No
United States,US,,87510,87525,No,No,A,No
United States,US,,87527,87533,No,B,No,B
United States,US,,87527,87533,No,No,A,No
United States,US,,87535,87535,No,B,No,B
United States,US,,87535,87535,No,No,A,No
United States,US,,87537,87539,No,B,No,B
United States,US,,87537,87539,No,No,A,No
United States,US,,87540,87540,No,No,A,No
United States,US,,87543,87544,No,B,No,B
United States,US,,87543,87543,No,No,A,No
United States,US,,87547,87549,No,B,No,B
United States,US,,87547,87549,No,No,A,No
United States,US,,87551,87554,No,B,No,B
United States,US,,87551,87553,No,No,A,No
United States,US,,87556,87558,No,B,No,B
United States,US,,87556,87558,No,No,A,No
United States,US,,87560,87560,No,B,No,B
United States,US,,87560,87560,No,No,A,No
United States,US,,87562,87562,No,B,No,B
United States,US,,87562,87562,No,No,A,No
United States,US,,87564,87567,No,B,No,B
United States,US,,87564,87567,No,No,A,No
United States,US,,87569,87569,No,B,No,B
United States,US,,87569,87569,No,No,A,No
United States,US,,87571,87571,No,B,No,B
United States,US,,87571,87571,No,No,A,No
United States,US,,87573,87583,No,B,No,B
United States,US,,87573,87583,No,No,A,No
United States,US,,87594,87594,No,B,No,B
United States,US,,87701,87701,No,B,No,B
United States,US,,87701,87701,No,No,A,No
United States,US,,87710,87715,No,B,No,B
United States,US,,87710,87715,No,No,A,No
United States,US,,87718,87718,No,B,No,B
United States,US,,87718,87718,No,No,A,No
United States,US,,87722,87724,No,B,No,B
United States,US,,87722,87724,No,No,A,No
United States,US,,87728,87736,No,B,No,B
United States,US,,87728,87736,No,No,A,No
United States,US,,87740,87740,No,B,No,B
United States,US,,87740,87740,No,No,A,No
United States,US,,87742,87743,No,B,No,B
United States,US,,87742,87743,No,No,A,No
United States,US,,87745,87747,No,B,No,B
United States,US,,87745,87747,No,No,A,No
United States,US,,87749,87750,No,B,No,B
United States,US,,87749,87750,No,No,A,No
United States,US,,87752,87753,No,B,No,B
United States,US,,87752,87753,No,No,A,No
United States,US,,87801,87801,No,B,No,B
United States,US,,87801,87801,No,No,A,No
United States,US,,87820,87821,No,B,No,B
United States,US,,87820,87821,No,No,A,No
United States,US,,87823,87825,No,B,No,B
United States,US,,87823,87823,No,No,A,No
United States,US,,87824,87824,No,No,A,No
United States,US,,87825,87825,No,No,A,No
United States,US,,87827,87830,No,B,No,B
United States,US,,87827,87830,No,No,A,No
United States,US,,87831,87831,No,No,A,No
United States,US,,87832,87832,No,B,No,B
United States,US,,87832,87832,No,No,A,No
United States,US,,87901,87901,No,B,No,B
United States,US,,87901,87901,No,No,A,No
United States,US,,87930,87931,No,B,No,B
United States,US,,87930,87931,No,No,A,No
United States,US,,87933,87933,No,B,No,B
United States,US,,87933,87933,No,No,A,No
United States,US,,87935,87937,No,B,No,B
United States,US,,87935,87937,No,No,A,No
United States,US,,87939,87943,No,B,No,B
United States,US,,87939,87943,No,No,A,No
United States,US,,88001,88007,No,B,No,B
United States,US,,88002,88002,No,No,A,No
United States,US,,88005,88005,No,No,A,No
United States,US,,88007,88007,No,No,A,No
United States,US,,88009,88009,No,B,No,B
United States,US,,88009,88009,No,No,A,No
United States,US,,88011,88013,No,B,No,B
United States,US,,88012,88012,No,No,A,No
United States,US,,88020,88023,No,B,No,B
United States,US,,88020,88023,No,No,A,No
United States,US,,88025,88026,No,B,No,B
United States,US,,88025,88026,No,No,A,No
United States,US,,88027,88027,No,No,A,No
United States,US,,88028,88034,No,B,No,B
United States,US,,88028,88034,No,No,A,No
United States,US,,88036,88036,No,B,No,B
United States,US,,88036,88036,No,No,A,No
United States,US,,88038,88049,No,B,No,B
United States,US,,88038,88049,No,No,A,No
United States,US,,88051,88056,No,B,No,B
United States,US,,88051,88054,No,No,A,No
United States,US,,88055,88055,No,No,A,No
United States,US,,88056,88056,No,No,A,No
United States,US,,88058,88058,No,B,No,B
United States,US,,88058,88058,No,No,A,No
United States,US,,88061,88062,No,B,No,B
United States,US,,88061,88062,No,No,A,No
United States,US,,88063,88063,No,No,A,No
United States,US,,88065,88065,No,B,No,B
United States,US,,88065,88065,No,No,A,No
United States,US,,88072,88072,No,B,No,B
United States,US,,88072,88072,No,No,A,No
United States,US,,88081,88081,No,B,No,B
United States,US,,88081,88081,No,No,A,No
United States,US,,88101,88103,No,B,No,B
United States,US,,88101,88102,No,No,A,No
United States,US,,88112,88116,No,B,No,B
United States,US,,88112,88116,No,No,A,No
United States,US,,88118,88126,No,B,No,B
United States,US,,88118,88126,No,No,A,No
United States,US,,88130,88130,No,B,No,B
United States,US,,88130,88130,No,No,A,No
United States,US,,88132,88136,No,B,No,B
United States,US,,88132,88136,No,No,A,No
United States,US,,88201,88203,No,B,No,B
United States,US,,88201,88203,No,No,A,No
United States,US,,88210,88211,No,B,No,B
United States,US,,88210,88211,No,No,A,No
United States,US,,88213,88213,No,B,No,B
United States,US,,88213,88213,No,No,A,No
United States,US,,88220,88221,No,B,No,B
United States,US,,88220,88221,No,No,A,No
United States,US,,88230,88232,No,B,No,B
